Gene	GeneName	LengthPI	TotalVariants	UniqueProteinVariants	UniqueCodingExons
128989	TANGO2 transport and golgi organization 2 homolog	369	49	21	14
440145	MZT1 mitotic spindle organizing protein 1	82	1	1	3
386680	KRTAP10-5 keratin associated protein 10-5	271	1	1	1
81575	APOLD1 apolipoprotein L domain containing 1	279	2	2	3
153443	SRFBP1 serum response factor binding protein 1	429	2	2	10
284716	RIMKLA ribosomal modification protein rimK like family member A	391	3	3	8
161779	PGBD4 piggyBac transposable element derived 4	585	1	1	1
6478	SIAH2 siah E3 ubiquitin protein ligase 2	324	1	1	2
22845	DOLK dolichol kinase	538	1	1	1
283078	MKX mohawk homeobox	352	6	3	9
151194	METTL21A methyltransferase like 21A	218	25	11	17
129025	ZNF280A zinc finger protein 280A	542	1	1	1
63926	ANKEF1 ankyrin repeat and EF-hand domain containing 1	776	4	2	10
653319	KIAA0895L KIAA0895 like	471	1	1	6
51018	RRP15 ribosomal RNA processing 15 homolog	282	2	2	7
22846	VASH1 vasohibin 1	365	6	3	8
391189	OR11L1 olfactory receptor family 11 subfamily L member 1	322	1	1	1
391190	OR2L8 olfactory receptor family 2 subfamily L member 8 (gene/pseudogene)	312	1	1	1
391191	OR2AK2 olfactory receptor family 2 subfamily AK member 2	335	1	1	1
391192	OR2L3 olfactory receptor family 2 subfamily L member 3	312	1	1	1
283652	SLC24A5 solute carrier family 24 member 5	500	3	2	11
391195	OR2T33 olfactory receptor family 2 subfamily T member 33	320	1	1	1
391196	OR2M7 olfactory receptor family 2 subfamily M member 7	312	1	1	1
161823	ADAL adenosine deaminase like	355	14	7	13
161829	EXD1 exonuclease 3'-5' domain containing 1	572	10	7	16
6814	STXBP3 syntaxin binding protein 3	592	1	1	19
391211	OR2G6 olfactory receptor family 2 subfamily G member 6	316	1	1	1
107985803	LOC107985803 uncharacterized LOC107985803	409	1	1	5
57763	ANKRA2 ankyrin repeat family A member 2	313	3	3	10
653361	NCF1 neutrophil cytosolic factor 1	390	1	1	11
158046	NXNL2 nucleoredoxin like 2	156	5	5	10
129080	EMID1 EMI domain containing 1	443	14	13	26
8663	EIF3C eukaryotic translation initiation factor 3 subunit C	913	6	3	24
388951	TSPYL6 TSPY like 6	410	1	1	1
391253	SPINT4 serine peptidase inhibitor, Kunitz type 4	99	1	1	3
100137047	JMJD7 jumonji domain containing 7	316	1	1	8
100137049	PLA2G4B phospholipase A2 group IVB	781	1	1	20
161882	ZFPM1 zinc finger protein, FOG family member 1	1006	5	5	14
30811	HUNK hormonally up-regulated Neu-associated kinase	714	2	2	13
30812	SOX8 SRY-box 8	446	1	1	3
30813	VSX1 visual system homeobox 1	365	6	6	9
30814	PLA2G2E phospholipase A2 group IIE	142	1	1	4
30815	ST6GALNAC6 ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	374	18	7	8
30816	ERVW-1 endogenous retrovirus group W member 1, envelope	538	2	1	2
30817	ADGRE2 adhesion G protein-coupled receptor E2	823	11	11	27
30818	KCNIP3 potassium voltage-gated channel interacting protein 3	256	2	2	10
30819	KCNIP2 potassium voltage-gated channel interacting protein 2	285	12	12	20
30820	KCNIP1 potassium voltage-gated channel interacting protein 1	227	7	6	16
30827	CXXC1 CXXC finger protein 1	660	6	4	18
22849	CPEB3 cytoplasmic polyadenylation element binding protein 3	698	14	12	17
30832	ZNF354C zinc finger protein 354C	554	2	1	5
158056	MAMDC4 MAM domain containing 4	1137	1	1	27
30834	ZNRD1 zinc ribbon domain containing 1	126	4	1	5
30835	CD209 CD209 molecule	404	8	8	12
30836	DNTTIP2 deoxynucleotidyltransferase terminal interacting protein 2	756	1	1	7
30837	SOCS7 suppressor of cytokine signaling 7	581	3	3	10
92521	SPECC1 sperm antigen with calponin homology and coiled-coil domains 1	1068	17	14	23
162514	TRPV3 transient receptor potential cation channel subfamily V member 3	791	2	2	18
100169851	PATE3 prostate and testis expressed 3	98	2	2	4
30844	EHD4 EH domain containing 4	541	2	2	6
30845	EHD3 EH domain containing 3	535	2	2	7
55339	WDR33 WD repeat domain 33	1336	7	6	26
30848	CTAG2 cancer/testis antigen 2	180	2	2	4
30849	PIK3R4 phosphoinositide-3-kinase regulatory subunit 4	1358	1	1	19
30850	CDR2L cerebellar degeneration related protein 2 like	465	2	2	7
30851	TAX1BP3 Tax1 binding protein 3	124	2	2	4
6752	SSTR2 somatostatin receptor 2	369	1	1	1
116519	APOA5 apolipoprotein A5	366	3	1	5
5191	PEX7 peroxisomal biogenesis factor 7	323	4	4	12
161931	ADAD2 adenosine deaminase domain containing 2	665	5	5	13
22850	ADNP2 ADNP homeobox 2	1131	3	2	4
147138	TMC8 transmembrane channel like 8	726	15	15	26
4301	AFDN afadin, adherens junction formation factor	1781	18	18	47
162515	SLC16A11 solute carrier family 16 member 11	471	4	4	8
5147	PDE6D phosphodiesterase 6D	150	3	3	7
81607	NECTIN4 nectin cell adhesion molecule 4	510	5	5	14
158067	AK8 adenylate kinase 8	479	8	7	20
81609	SNX27 sorting nexin family member 27	528	8	8	20
22901	ARSG arylsulfatase G	525	26	10	20
653499	LGALS7B galectin 7B	136	1	1	4
391356	PTRHD1 peptidyl-tRNA hydrolase domain containing 1	140	1	1	2
653505	PPIAL4A peptidylprolyl isomerase A like 4A	164	1	1	1
391365	SULT6B1 sulfotransferase family 6B member 1	265	1	1	7
22852	ANKRD26 ankyrin repeat domain 26	1710	12	9	47
653513	LOC653513 phosphodiesterase 4D interacting protein-like	375	21	20	22
96459	FNIP1 folliculin interacting protein 1	1166	2	2	18
54495	TMX3 thioredoxin related transmembrane protein 3	454	5	4	19
653519	GPR89A G protein-coupled receptor 89A	455	8	5	20
5155	PDGFB platelet derived growth factor subunit B	241	2	2	7
55601	DDX60 DExD/H-box helicase 60	1712	5	5	42
22853	LMTK2 lemur tyrosine kinase 2	1503	2	2	16
57089	ENTPD7 ectonucleoside triphosphate diphosphohydrolase 7	604	1	1	12
83786	FRMD8 FERM domain containing 8	464	3	3	10
3213	HOXB3 homeobox B3	431	19	6	9
30968	STOML2 stomatin like 2	356	4	4	10
201799	TMEM154 transmembrane protein 154	183	2	2	9
256710	GLIPR1L1 GLIPR1 like 1	242	4	4	9
653567	TMEM236 transmembrane protein 236	351	6	6	11
22854	NTNG1 netrin G1	539	16	8	14
129285	PPP1R21 protein phosphatase 1 regulatory subunit 21	780	5	5	24
256356	GK5 glycerol kinase 5 (putative)	529	5	5	19
129293	TRABD2A TraB domain containing 2A	505	4	4	9
653583	PHLDB3 pleckstrin homology like domain family B member 3	640	5	4	20
90333	ZNF468 zinc finger protein 468	127	4	4	5
129303	TMEM150A transmembrane protein 150A	271	10	4	9
162073	ITPRIPL2 ITPRIP like 2	535	1	1	1
105379554	LOC105379554 maFF-interacting protein	124	1	1	1
162083	C16orf82 chromosome 16 open reading frame 82	154	1	1	1
132014	IL17RE interleukin 17 receptor E	707	10	9	26
10631	POSTN periostin	836	11	11	27
136242	PRSS37 serine protease 37	235	6	4	10
100506115	SMIM25 small integral membrane protein 25	113	2	1	5
391475	DYTN dystrotelin	578	1	1	12
402569	KPNA7 karyopherin subunit alpha 7	516	11	9	18
201780	SLC10A4 solute carrier family 10 member 4	437	1	1	3
27018	BEX3 brain expressed X-linked 3	191	4	3	4
22856	CHSY1 chondroitin sulfate synthase 1	802	4	3	6
653641	GOLGA6C golgin A6 family member C	693	2	2	20
3216	HOXB6 homeobox B6	224	4	2	5
56945	MRPS22 mitochondrial ribosomal protein S22	360	5	5	16
26003	GORASP2 golgi reassembly stacking protein 2	452	3	2	11
260429	PRSS33 serine protease 33	280	3	1	7
63826	SRR serine racemase	340	5	2	8
63827	BCAN brevican	911	4	3	16
260436	FDCSP follicular dendritic cell secreted protein	85	1	1	3
96597	TBC1D27P TBC1 domain family member 27, pseudogene	257	1	1	5
54329	GPR85 G protein-coupled receptor 85	370	6	1	2
653657	MBD3L3 methyl-CpG binding domain protein 3 like 3	208	1	1	2
653659	TMEM183B transmembrane protein 183B	376	1	1	1
90507	SCRN2 secernin 2	425	4	3	11
55591	VEZT vezatin, adherens junctions transmembrane protein	779	43	27	24
25879	DCAF13 DDB1 and CUL4 associated factor 13	597	1	1	11
4308	TRPM1 transient receptor potential cation channel subfamily M member 1	1642	4	4	29
10641	NPRL2 NPR2 like, GATOR1 complex subunit	380	5	3	15
387119	CEP85L centrosomal protein 85 like	808	12	7	17
10642	IGF2BP1 insulin like growth factor 2 mRNA binding protein 1	577	4	4	18
9764	KIAA0513 KIAA0513	411	6	3	13
96626	LIMS3 LIM zinc finger domain containing 3	117	1	1	3
10643	IGF2BP3 insulin like growth factor 2 mRNA binding protein 3	579	7	5	19
158158	RASEF RAS and EF-hand domain containing	740	3	3	20
653689	GSTT2B glutathione S-transferase theta 2B (gene/pseudogene)	244	2	2	7
6491	STIL STIL, centriolar assembly protein	1241	18	11	24
22858	ICK intestinal cell kinase	632	13	2	15
55636	CHD7 chromodomain helicase DNA binding protein 7	2997	8	6	43
63874	ABHD4 abhydrolase domain containing 4	342	2	2	8
63875	MRPL17 mitochondrial ribosomal protein L17	175	1	1	3
63876	PKNOX2 PBX/knotted 1 homeobox 2	472	11	5	11
63877	FAM204A family with sequence similarity 204 member A	233	3	2	9
752014	CEMP1 cementum protein 1	247	1	1	1
399967	PATE2 prostate and testis expressed 2	113	1	1	4
27032	ATP2C1 ATPase secretory pathway Ca2+ transporting 1	973	17	12	36
56125	PCDHB11 protocadherin beta 11	797	1	1	1
136259	KLF14 Kruppel like factor 14	323	1	1	1
63892	THADA THADA, armadillo repeat containing	1953	16	14	46
63893	UBE2O ubiquitin conjugating enzyme E2 O	1292	4	4	21
63894	VIPAS39 VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	493	9	4	20
63895	PIEZO2 piezo type mechanosensitive ion channel component 2	2752	6	6	57
653720	GOLGA8M golgin A8 family member M	632	8	7	24
63897	HEATR6 HEAT repeat containing 6	1181	8	5	24
63898	SH2D4A SH2 domain containing 4A	454	5	3	10
196335	OR56B4 olfactory receptor family 56 subfamily B member 4	319	1	1	1
55593	OTUD5 OTU deubiquitinase 5	571	13	8	15
63904	DUSP21 dual specificity phosphatase 21	190	1	1	1
63905	MANBAL mannosidase beta like	85	4	1	2
63906	GPATCH3 G-patch domain containing 3	525	1	1	7
63908	NAPB NSF attachment protein beta	302	7	6	17
201798	TIGD4 tigger transposable element derived 4	512	2	1	2
129446	XIRP2 xin actin binding repeat containing 2	971	6	6	11
65265	C8orf33 chromosome 8 open reading frame 33	229	1	1	5
129450	TYW5 tRNA-yW synthesizing protein 5	315	2	2	10
63915	BLOC1S5 biogenesis of lysosomal organelles complex 1 subunit 5	187	3	3	6
63916	ELMO2 engulfment and cell motility 2	720	12	3	22
63917	GALNT11 polypeptide N-acetylgalactosaminyltransferase 11	608	7	4	14
63920	ZBED8 zinc finger BED-type containing 8	594	2	1	1
54344	DPM3 dolichyl-phosphate mannosyltransferase subunit 3	122	3	2	3
63922	CHTF18 chromosome transmission fidelity factor 18	975	8	7	28
63923	TNN tenascin N	1299	3	3	21
63924	CIDEC cell death inducing DFFA like effector c	251	7	4	7
63925	ZNF335 zinc finger protein 335	1342	4	4	30
284257	BOD1L2 biorientation of chromosomes in cell division 1 like 2	172	1	1	1
63928	CHP2 calcineurin like EF-hand protein 2	196	1	1	7
63929	XPNPEP3 X-prolyl aminopeptidase 3	507	2	2	11
63931	MRPS14 mitochondrial ribosomal protein S14	128	1	1	3
254439	C11orf86 chromosome 11 open reading frame 86	115	1	1	2
63933	MCUR1 mitochondrial calcium uniporter regulator 1	359	2	2	11
374899	ZNF829 zinc finger protein 829	513	4	2	6
162239	ZFP1 ZFP1 zinc finger protein	407	14	6	6
63939	FAM217B family with sequence similarity 217 member B	383	5	3	4
63940	GPSM3 G protein signaling modulator 3	160	2	1	5
63941	NECAB3 N-terminal EF-hand calcium binding protein 3	362	7	5	17
63943	FKBPL FK506 binding protein like	349	1	1	1
63946	DMRTC2 DMRT like family C2	367	11	7	15
63947	DMRTC1 DMRT like family C1	192	4	1	6
63948	DMRTB1 DMRT like family B with proline rich C-terminal 1	342	1	1	4
63950	DMRTA2 DMRT like family A2	542	2	1	4
63951	DMRTA1 DMRT like family A1	504	1	1	2
92579	G6PC3 glucose-6-phosphatase catalytic subunit 3	346	5	3	7
6494	SIPA1 signal-induced proliferation-associated 1	1042	4	1	17
22861	NLRP1 NLR family pyrin domain containing 1	1473	5	5	19
9373	PLAA phospholipase A2 activating protein	795	4	4	19
63967	CLSPN claspin	1339	6	6	30
63970	TP53AIP1 tumor protein p53 regulated apoptosis inducing protein 1	124	9	8	18
63971	KIF13A kinesin family member 13A	1805	12	12	48
63973	NEUROG2 neurogenin 2	272	1	1	1
63974	NEUROD6 neuronal differentiation 6	337	1	1	1
118881	COMTD1 catechol-O-methyltransferase domain containing 1	262	1	1	7
63976	PRDM16 PR/SET domain 16	1276	8	8	27
63977	PRDM15 PR/SET domain 15	1507	15	10	35
63978	PRDM14 PR/SET domain 14	571	2	2	8
63979	FIGNL1 fidgetin like 1	674	10	2	3
63982	ANO3 anoctamin 3	1042	6	5	31
653808	ZG16 zymogen granule protein 16	167	2	2	4
129521	NMS neuromedin S	153	1	1	10
100170229	SRRM5 serine/arginine repetitive matrix 5	715	1	1	1
55596	ZCCHC8 zinc finger CCHC-type containing 8	707	4	4	18
55998	NXF5 nuclear RNA export factor 5	365	1	1	14
5204	PFDN5 prefoldin subunit 5	154	2	2	6
129530	LYG1 lysozyme g1	194	8	1	6
129531	MITD1 microtubule interacting and trafficking domain containing 1	249	9	9	12
96764	TGS1 trimethylguanosine synthase 1	853	5	5	17
6239	RREB1 ras responsive element binding protein 1	1742	7	5	12
64005	MYO1G myosin IG	1018	3	3	23
1040	CDS1 CDP-diacylglycerol synthase 1	461	6	6	15
339291	LRRC30 leucine rich repeat containing 30	301	1	1	1
129563	DIS3L2 DIS3 like 3'-5' exoribonuclease 2	885	3	3	23
162333	MARCH10 membrane associated ring-CH-type finger 10	846	15	10	15
81669	CCNL2 cyclin L2	520	11	7	21
391712	TRIM61 tripartite motif containing 61	209	1	1	2
653857	ACTR3C ARP3 actin related protein 3 homolog C	210	10	7	15
391723	HELT helt bHLH transcription factor	242	3	3	7
92595	ZNF764 zinc finger protein 764	408	2	2	4
79603	CERS4 ceramide synthase 4	394	10	1	12
64061	TSPYL2 TSPY like 2	693	4	4	12
64062	RBM26 RNA binding motif protein 26	1009	38	32	32
64063	PRSS22 serine protease 22	317	2	1	8
64064	OXCT2 3-oxoacid CoA-transferase 2	517	1	1	1
64065	PERP PERP, TP53 apoptosis effector	193	1	1	3
64066	MMP27 matrix metallopeptidase 27	513	5	5	14
64067	NPAS3 neuronal PAS domain protein 3	933	18	16	20
129607	CMPK2 cytidine/uridine monophosphate kinase 2	449	3	3	7
64072	CDH23 cadherin related 23	3354	32	30	86
64073	C19orf33 chromosome 19 open reading frame 33	106	2	2	5
644809	C15orf56 chromosome 15 open reading frame 56	161	1	1	2
158135	TTLL11 tubulin tyrosine ligase like 11	800	6	6	14
64077	LHPP phospholysine phosphohistidine inorganic pyrophosphate phosphatase	270	11	11	17
64078	SLC28A3 solute carrier family 28 member 3	691	8	5	25
64080	RBKS ribokinase	322	2	2	8
64081	PBLD phenazine biosynthesis like protein domain containing	288	6	4	13
162387	MFSD6L major facilitator superfamily domain containing 6 like	586	1	1	1
64084	CLSTN2 calsyntenin 2	955	2	2	19
64087	MCCC2 methylcrotonoyl-CoA carboxylase 2	563	4	4	22
64089	SNX16 sorting nexin 16	344	6	4	9
162394	SLFN5 schlafen family member 5	891	2	2	5
64091	POPDC2 popeye domain containing 2	364	3	3	6
64092	SAMSN1 SAM domain, SH3 domain and nuclear localization signals 1	441	7	7	14
64093	SMOC1 SPARC related modular calcium binding 1	435	4	4	15
64094	SMOC2 SPARC related modular calcium binding 2	457	4	4	16
64096	GFRA4 GDNF family receptor alpha 4	269	3	3	9
64097	EPB41L4A erythrocyte membrane protein band 4.1 like 4A	686	6	6	30
64098	PARVG parvin gamma	331	6	3	15
10683	DLL3 delta like canonical Notch ligand 3	587	2	2	10
64100	ELSPBP1 epididymal sperm binding protein 1	223	2	2	6
64101	LRRC4 leucine rich repeat containing 4	653	3	1	1
64102	TNMD tenomodulin	317	1	1	7
64105	CENPK centromere protein K	269	23	15	17
129642	MBOAT2 membrane bound O-acyltransferase domain containing 2	520	6	4	15
64108	RTP4 receptor transporter protein 4	246	1	1	2
64109	CRLF2 cytokine receptor like factor 2	371	4	4	13
64110	MAGEF1 MAGE family member F1	307	1	1	1
64111	NPVF neuropeptide VF precursor	196	1	1	3
64112	MOAP1 modulator of apoptosis 1	351	1	1	1
162417	NAGS N-acetylglutamate synthase	534	3	3	8
64114	TMBIM1 transmembrane BAX inhibitor motif containing 1	311	11	2	12
64115	VSIR V-set immunoregulatory receptor	311	1	1	7
64116	SLC39A8 solute carrier family 39 member 8	444	10	6	18
64118	DUS1L dihydrouridine synthase 1 like	473	5	5	16
64121	RRAGC Ras related GTP binding C	399	2	2	8
64122	FN3K fructosamine 3 kinase	309	1	1	6
64123	ADGRL4 adhesion G protein-coupled receptor L4	690	1	1	15
64127	NOD2 nucleotide binding oligomerization domain containing 2	1040	12	6	15
64129	TINAGL1 tubulointerstitial nephritis antigen like 1	467	6	5	12
64130	LIN7B lin-7 homolog B, crumbs cell polarity complex component	207	4	4	10
64131	XYLT1 xylosyltransferase 1	959	3	3	16
64132	XYLT2 xylosyltransferase 2	865	2	2	13
64135	IFIH1 interferon induced with helicase C domain 1	1025	1	1	16
64137	ABCG4 ATP binding cassette subfamily G member 4	646	4	3	17
387522	TMEM189-UBE2V1 TMEM189-UBE2V1 readthrough	370	1	1	8
64145	RBSN rabenosyn, RAB effector	784	11	5	12
64146	PDF peptide deformylase, mitochondrial	243	1	1	2
64147	KIF9 kinesin family member 9	790	14	10	25
129684	CNTNAP5 contactin associated protein like 5	1306	3	3	26
129685	TAF8 TATA-box binding protein associated factor 8	310	8	8	15
200539	ANKRD23 ankyrin repeat domain 23	305	1	1	9
64151	NCAPG non-SMC condensin I complex subunit G	1015	4	4	24
152687	ZNF595 zinc finger protein 595	648	5	4	5
162461	TMEM92 transmembrane protein 92	159	3	2	8
162466	PHOSPHO1 phosphoethanolamine/phosphocholine phosphatase	267	3	3	6
284992	CCDC150 coiled-coil domain containing 150	1101	12	10	31
64168	NECAB1 N-terminal EF-hand calcium binding protein 1	351	2	2	15
64170	CARD9 caspase recruitment domain family member 9	536	2	2	14
55602	CDKN2AIP CDKN2A interacting protein	580	2	2	4
64172	OSGEPL1 O-sialoglycoprotein endopeptidase like 1	414	15	3	9
222545	GPRC6A G protein-coupled receptor class C group 6 member A	926	5	5	11
79607	FAM118B family with sequence similarity 118 member B	351	6	4	11
64180	DPEP3 dipeptidase 3	513	2	2	11
64184	EDDM3B epididymal protein 3B	147	1	1	1
58475	MS4A7 membrane spanning 4-domains A7	240	4	2	6
5010	CLDN11 claudin 11	207	2	2	3
162494	RHBDL3 rhomboid like 3	404	13	12	16
348932	SLC6A18 solute carrier family 6 member 18	628	1	1	12
326340	ZAR1 zygote arrest 1	424	1	1	4
59348	ZNF350 zinc finger protein 350	532	13	5	6
55603	FAM46A family with sequence similarity 46 member A	442	1	1	2
222546	RFX6 regulatory factor X6	928	3	3	21
64207	IRF2BPL interferon regulatory factor 2 binding protein like	796	1	1	1
64208	POPDC3 popeye domain containing 3	291	4	1	4
64210	MMS19 MMS19 homolog, cytosolic iron-sulfur assembly component	1030	31	17	38
64211	LHX5 LIM homeobox 5	402	1	1	5
162517	FBXO39 F-box protein 39	442	3	2	4
64215	DNAJC1 DnaJ heat shock protein family (Hsp40) member C1	554	3	3	15
64216	TFB2M transcription factor B2, mitochondrial	396	3	3	9
64218	SEMA4A semaphorin 4A	761	14	5	18
64219	PJA1 praja ring finger ubiquitin ligase 1	455	5	3	6
64220	STRA6 stimulated by retinoic acid 6	706	14	9	27
64221	ROBO3 roundabout guidance receptor 3	1386	2	2	30
64222	TOR3A torsin family 3 member A	397	1	1	6
57786	RBAK RB associated KRAB zinc finger	714	2	1	4
64224	HERPUD2 HERPUD family member 2	406	4	2	9
64225	ATL2 atlastin GTPase 2	583	12	10	20
64231	MS4A6A membrane spanning 4-domains A6A	253	12	11	13
64232	MS4A5 membrane spanning 4-domains A5	200	1	1	5
64236	PDLIM2 PDZ and LIM domain 2	602	3	3	13
5245	PHB prohibitin	272	6	3	10
64240	ABCG5 ATP binding cassette subfamily G member 5	651	9	9	19
64241	ABCG8 ATP binding cassette subfamily G member 8	673	4	4	18
285429	DCAF4L1 DDB1 and CUL4 associated factor 4 like 1	396	1	1	1
554251	FBXO48 F-box protein 48	155	3	1	3
283463	MUC19 mucin 19, oligomeric	8186	1	1	171
129787	TMEM18 transmembrane protein 18	140	1	1	5
644815	FAM83G family with sequence similarity 83 member G	823	2	1	6
22871	NLGN1 neuroligin 1	823	28	7	10
55605	KIF21A kinesin family member 21A	1674	20	20	40
22999	RIMS1 regulating synaptic membrane exocytosis 1	1692	53	52	56
27095	TRAPPC3 trafficking protein particle complex 3	188	5	4	6
129804	FBLN7 fibulin 7	439	8	8	15
51761	ATP8A2 ATPase phospholipid transporting 8A2	1188	12	11	43
129807	NEU4 neuraminidase 4	497	5	3	5
23140	ZZEF1 zinc finger ZZ-type and EF-hand domain containing 1	2961	6	6	60
